#SEED: 0.9745961397420615
SAT0,56.60366398552489,68.74612899917958,492.22874320615443
SAT1,16.117336618506755,43.886246674267255,429.83495819084226
SAT2,78.43370266689237,3.8097794643431655,486.3858933196988
SAT3,38.66170323410276,-147.5186329480294,673.0107322803924
SAT4,86.30557762014072,153.4267804584917,617.3265201490524
SAT5,-63.8390772799543,-66.92534888420893,668.3919258794058
SAT6,-27.515572634465556,-60.387189015602914,386.91178778387535
SAT7,73.57799137703964,-71.23085304947811,340.2666103427005
SAT8,-76.48767353377005,-121.96162892748475,302.64100998740406
SAT9,-68.92608377528747,-4.78312066460677,316.2892600582225
SAT10,-42.64278173674106,157.11874200164021,697.9073363996145
SAT11,-3.8614985304136695,-41.89745427662663,589.3914672680997
SAT12,-31.343579338331217,72.39577916953226,481.53030515421636
SAT13,23.57752705744805,62.92553942986214,491.4705506577461
SAT14,-67.2497015849657,-99.57970877874533,539.2852476574814
SAT15,-2.195060510966101,82.73220434561625,646.6594168377737
SAT16,-3.1536617157561437,-151.22942371353312,664.6973637198712
SAT17,8.245985621276148,-178.48310446363655,682.23200617935
SAT18,-0.1934755684784193,-108.05379246685169,454.3041286505189
SAT19,-28.76292888330419,-123.97114597063023,536.8432481358807
ROUTE,75.51661001933869,-103.8852418380245,-41.17681709993434,-55.512864739324186
